f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.7940085530281067,0.778197169303894,-1.565705503026038e-07,0.7189644575119019,0.7346137762069702,-0.044070422649383545,0.65500408411026,0.638694167137146,-0.06879682838916779,0.6126291155815125,0.562934398651123,-0.09171822667121887,0.576042115688324,0.5005468726158142,-0.11324968934059143,0.7170971035957336,0.5015754699707031,-0.044501107186079025,0.7231682538986206,0.37279653549194336,-0.07889215648174286,0.728527843952179,0.2999213933944702,-0.09843378514051437,0.7353008389472961,0.23569640517234802,-0.11241891235113144,0.7703740000724792,0.5116155743598938,-0.04338178411126137,0.7773050665855408,0.4588460326194763,-0.1030515506863594,0.782301664352417,0.5566228032112122,-0.11815813183784485,0.7834301590919495,0.6297222971916199,-0.11428853124380112,0.8224092125892639,0.5355732440948486,-0.04718606919050217,0.8276907801628113,0.503730297088623,-0.10394348204135895,0.8215434551239014,0.5964561700820923,-0.09833274036645889,0.8135324716567993,0.6576420068740845,-0.07980947196483612,0.8705312013626099,0.5682392716407776,-0.05474815517663956,0.8780218362808228,0.5288510918617249,-0.09570788592100143,0.8559842705726624,0.5929298400878906,-0.09093434363603592,0.8359652161598206,0.6401722431182861,-0.0774347335100174,scroll_up
0.7965249419212341,0.7821388244628906,-2.1681819362129318e-07,0.7206491231918335,0.7356959581375122,-0.04369071125984192,0.657500684261322,0.6420512795448303,-0.06820182502269745,0.6163867712020874,0.5684956908226013,-0.09123674035072327,0.5832378268241882,0.5061222314834595,-0.11237923055887222,0.7185511589050293,0.5043455362319946,-0.04362652823328972,0.7273975014686584,0.3742230534553528,-0.07760348916053772,0.7324351072311401,0.3014128804206848,-0.09715340286493301,0.7390949726104736,0.23659193515777588,-0.11122993379831314,0.7732584476470947,0.5152309536933899,-0.04225388541817665,0.7775282859802246,0.4651854634284973,-0.0998239815235138,0.7829945087432861,0.5609521269798279,-0.11477397382259369,0.7854524850845337,0.6327604055404663,-0.11221911758184433,0.8256953954696655,0.5390503406524658,-0.04595731943845749,0.8298159241676331,0.5046979188919067,-0.09978292137384415,0.8236221671104431,0.5938353538513184,-0.09445594251155853,0.8161433339118958,0.6542110443115234,-0.07757990062236786,0.8731361627578735,0.5707342028617859,-0.05369725823402405,0.8830475807189941,0.5270107388496399,-0.09303635358810425,0.8608333468437195,0.5894573926925659,-0.08912552893161774,0.8414318561553955,0.6384174227714539,-0.0770464614033699,scroll_up
0.796578049659729,0.7802567481994629,-1.9135018192173447e-07,0.7220484018325806,0.7377052903175354,-0.042713139206171036,0.6579170227050781,0.6405691504478455,-0.0665624812245369,0.6174758076667786,0.5654975771903992,-0.08894208818674088,0.5820305943489075,0.504070520401001,-0.10975120216608047,0.7206338047981262,0.5066381692886353,-0.04435867443680763,0.7279249429702759,0.37765008211135864,-0.07772231847047806,0.7330710887908936,0.3050295114517212,-0.09685441851615906,0.7399401664733887,0.24002951383590698,-0.11087093502283096,0.775201141834259,0.5158020257949829,-0.04359392821788788,0.778002917766571,0.46578580141067505,-0.1016220822930336,0.7851555943489075,0.5608348846435547,-0.11733978241682053,0.7888608574867249,0.6329526305198669,-0.1151290237903595,0.8275370001792908,0.5380477905273438,-0.047499880194664,0.8293681740760803,0.5053602457046509,-0.10152141749858856,0.8250359296798706,0.5943752527236938,-0.09701193124055862,0.8185326457023621,0.6555538177490234,-0.08064518868923187,0.8752790689468384,0.5685175657272339,-0.055314745754003525,0.8816779255867004,0.5271802544593811,-0.09436905384063721,0.8610178232192993,0.5895645022392273,-0.09075972437858582,0.8429484963417053,0.6380937695503235,-0.07895972579717636,scroll_up
0.7986778616905212,0.7792816162109375,-1.7277723429742764e-07,0.7238292098045349,0.737355649471283,-0.042118947952985764,0.6595300436019897,0.6402472257614136,-0.06633961200714111,0.6180408000946045,0.5635084509849548,-0.08902296423912048,0.5812713503837585,0.5014663338661194,-0.11017809063196182,0.7215409278869629,0.5066781044006348,-0.04383537918329239,0.728575587272644,0.37896350026130676,-0.07756529003381729,0.7335503101348877,0.30708301067352295,-0.09722405672073364,0.7403407692909241,0.24247092008590698,-0.11185110360383987,0.7754136323928833,0.5162423849105835,-0.043550439178943634,0.7800219655036926,0.46558594703674316,-0.1005796566605568,0.7857857346534729,0.562709391117096,-0.11495934426784515,0.788480281829834,0.6334218978881836,-0.11216092854738235,0.827520489692688,0.5400779247283936,-0.04793032631278038,0.8321301937103271,0.5037701725959778,-0.10136322677135468,0.8257967829704285,0.5949162840843201,-0.0941564068198204,0.8180531859397888,0.6549407839775085,-0.07630093395709991,0.8749498724937439,0.5732677578926086,-0.056137993931770325,0.882523775100708,0.5310219526290894,-0.09494464099407196,0.8599067330360413,0.5950498580932617,-0.08925095200538635,0.8402817845344543,0.6424911022186279,-0.07607764005661011,scroll_up
0.7997991442680359,0.7848434448242188,-2.0178983106688975e-07,0.7241601943969727,0.7388290762901306,-0.04260896146297455,0.6615161895751953,0.640362560749054,-0.06612968444824219,0.6213775277137756,0.5645679831504822,-0.08846592903137207,0.5865049362182617,0.5021547079086304,-0.1091187596321106,0.7239285707473755,0.5099753141403198,-0.04363114759325981,0.7322267889976501,0.38068926334381104,-0.07801216840744019,0.7373040914535522,0.30860692262649536,-0.09780003130435944,0.7441707849502563,0.2431284785270691,-0.1120958924293518,0.7781464457511902,0.5190901756286621,-0.0430360846221447,0.7836081385612488,0.46700578927993774,-0.1012670248746872,0.7894449234008789,0.5644568204879761,-0.11680254340171814,0.7915799021720886,0.6353123188018799,-0.11453575640916824,0.8301165103912354,0.5412430167198181,-0.0473877415060997,0.835487961769104,0.5049332976341248,-0.10179004073143005,0.8296403884887695,0.5942594408988953,-0.09732265770435333,0.82164466381073,0.6534686088562012,-0.0808647871017456,0.8768668174743652,0.5708369016647339,-0.055666275322437286,0.8895837664604187,0.5263221859931946,-0.09444636851549149,0.8681299686431885,0.5853863954544067,-0.09083863347768784,0.847393810749054,0.6308145523071289,-0.07927343249320984,scroll_up
0.8011489510536194,0.7838297486305237,-1.6346972131486837e-07,0.7259537577629089,0.7371503710746765,-0.043381448835134506,0.6626698970794678,0.6412580013275146,-0.06823796033859253,0.6221725940704346,0.5632133483886719,-0.09149773418903351,0.5892924666404724,0.4961455464363098,-0.11290021240711212,0.7253271341323853,0.5084407329559326,-0.04555842652916908,0.732801616191864,0.3792842626571655,-0.079954594373703,0.7373859882354736,0.3071349859237671,-0.09993985295295715,0.7446795701980591,0.24161815643310547,-0.11442358791828156,0.7783038020133972,0.5190595388412476,-0.04440610855817795,0.7845203876495361,0.46471768617630005,-0.10136327147483826,0.7890069484710693,0.5622422695159912,-0.1157943606376648,0.791795015335083,0.6329739689826965,-0.11330359429121017,0.8301457762718201,0.5429635643959045,-0.04812881350517273,0.8370329737663269,0.5032855868339539,-0.10156649351119995,0.8294867873191833,0.5966470241546631,-0.09446743130683899,0.821992814540863,0.6578972339630127,-0.07664893567562103,0.8771119713783264,0.5747506022453308,-0.05579213425517082,0.8902122378349304,0.5229594111442566,-0.0941237062215805,0.8689045310020447,0.5860605835914612,-0.08798669278621674,0.8506745100021362,0.6352831125259399,-0.07462013512849808,scroll_up
0.8019979596138,0.7824321985244751,-1.9451735511211155e-07,0.7256591320037842,0.7352789640426636,-0.03983240947127342,0.6635783910751343,0.6413881182670593,-0.06272326409816742,0.6238211393356323,0.5642499327659607,-0.08465535938739777,0.5936185121536255,0.4974960386753082,-0.10471954941749573,0.7252922654151917,0.5101532340049744,-0.04160740226507187,0.7315388321876526,0.381893515586853,-0.07641966640949249,0.7362303137779236,0.31032896041870117,-0.09721257537603378,0.7436261773109436,0.24616220593452454,-0.11212247610092163,0.777840256690979,0.5197574496269226,-0.04114590212702751,0.7826641798019409,0.46867698431015015,-0.09621090441942215,0.7885727882385254,0.5659509897232056,-0.10967616736888885,0.791947066783905,0.6348782777786255,-0.10710194706916809,0.8300663232803345,0.5426735877990723,-0.04550470411777496,0.8342523574829102,0.504733681678772,-0.09595861285924911,0.8276694416999817,0.5971727967262268,-0.08767195791006088,0.8207999467849731,0.6558727025985718,-0.07002655416727066,0.8765380382537842,0.5736925005912781,-0.053790148347616196,0.8871592879295349,0.5279921293258667,-0.08980171382427216,0.8636387586593628,0.590164840221405,-0.0831189975142479,0.8442366719245911,0.636162281036377,-0.06989434361457825,scroll_up
0.8035716414451599,0.7815992832183838,-2.0523289379070775e-07,0.7278331518173218,0.7377423644065857,-0.041068751364946365,0.6643192172050476,0.6440150141716003,-0.06447573751211166,0.6292694807052612,0.5678207278251648,-0.08685357123613358,0.6058943271636963,0.49816495180130005,-0.107274629175663,0.7249854803085327,0.5110304355621338,-0.04313332960009575,0.7302227020263672,0.38048872351646423,-0.07831323891878128,0.7345322370529175,0.3092348873615265,-0.09922897070646286,0.7416520714759827,0.24506258964538574,-0.11423752456903458,0.7782362103462219,0.5213901996612549,-0.04338483139872551,0.78192138671875,0.46893060207366943,-0.10165548324584961,0.7885300517082214,0.5656543970108032,-0.11780926585197449,0.7922864556312561,0.6361565589904785,-0.11639992892742157,0.8302426934242249,0.5431281924247742,-0.048409271985292435,0.8339184522628784,0.5031877160072327,-0.10238518565893173,0.8290513157844543,0.5955896973609924,-0.09639327228069305,0.823209822177887,0.6566219925880432,-0.07939158380031586,0.877668023109436,0.5723649859428406,-0.05726146325469017,0.887696385383606,0.5236324071884155,-0.09682414680719376,0.8672385811805725,0.5880292057991028,-0.09164007753133774,0.8503619432449341,0.6380491852760315,-0.07862377911806107,scroll_up
0.8025026917457581,0.7834062576293945,-2.0163989233878965e-07,0.7277792692184448,0.7402018308639526,-0.04385159909725189,0.6656911373138428,0.6475529670715332,-0.06845258921384811,0.6334958672523499,0.5722524523735046,-0.09190309047698975,0.6152936816215515,0.5000818967819214,-0.11314185708761215,0.7243927121162415,0.514289140701294,-0.04437185078859329,0.7308690547943115,0.38359835743904114,-0.08065204322338104,0.7353519797325134,0.31189078092575073,-0.10210078209638596,0.7425570487976074,0.24698907136917114,-0.11717861890792847,0.7781782746315002,0.5229052305221558,-0.04387321695685387,0.7821693420410156,0.469790518283844,-0.10440442711114883,0.7897029519081116,0.5644022822380066,-0.12230829149484634,0.7924090027809143,0.6363673210144043,-0.12132744491100311,0.829817533493042,0.5433725714683533,-0.0484907329082489,0.833344578742981,0.5057379603385925,-0.1049538254737854,0.8296279907226562,0.5964539051055908,-0.10131894052028656,0.8226026892662048,0.6585649251937866,-0.0848400667309761,0.8771291375160217,0.5714409351348877,-0.057098448276519775,0.8873429298400879,0.5253679752349854,-0.09807304292917252,0.8681718111038208,0.5869283080101013,-0.09472471475601196,0.8497803807258606,0.6359550952911377,-0.08254659175872803,scroll_up
0.8057268857955933,0.783017635345459,-1.6533678603991575e-07,0.7290028929710388,0.7405606508255005,-0.04984690994024277,0.6685004234313965,0.6511359810829163,-0.07662425935268402,0.6393145322799683,0.5773157477378845,-0.10103924572467804,0.6274107098579407,0.5030690431594849,-0.12282607704401016,0.7279006242752075,0.5182151794433594,-0.050007615238428116,0.7329925894737244,0.38822802901268005,-0.09026546031236649,0.7366052269935608,0.31488415598869324,-0.1146293506026268,0.744400680065155,0.24993428587913513,-0.1314857006072998,0.7814594507217407,0.5285946726799011,-0.047171421349048615,0.7846317887306213,0.4746090769767761,-0.11310543119907379,0.7904163599014282,0.5681189298629761,-0.1324486881494522,0.7932250499725342,0.6414823532104492,-0.13133080303668976,0.8331538438796997,0.5485001802444458,-0.05039585381746292,0.8358699083328247,0.5102983117103577,-0.11157502233982086,0.8301878571510315,0.601266622543335,-0.10884629935026169,0.823112428188324,0.6621954441070557,-0.09185998886823654,0.8810663819313049,0.5733856558799744,-0.05815661698579788,0.8898436427116394,0.5305953025817871,-0.10369378328323364,0.8690241575241089,0.5936455726623535,-0.1027912124991417,0.851630687713623,0.6417010426521301,-0.09162919223308563,scroll_up
